2454337.00252      2.29   1.05
2454338.16477      5.20   1.19
2454368.96954      1.41   0.79
2454373.96704     -0.02   0.87
2454374.97883      0.30   0.82
2454430.91192      0.26   1.06
2454431.92783     -2.63   0.89
2454551.30120     -0.41   0.93
2454750.91200      3.14   0.91
2454751.89273      5.49   0.75
2454752.87660      7.90   1.21
2454753.95997      6.81   0.88
2454754.95731      5.66   0.96
2454775.92679      4.15   0.77
2454776.97351      3.30   0.82
2455014.04733      4.59   0.73
2455018.07997      1.07   0.97
2455019.08534      5.49   1.00
2455020.21711      4.08   1.24
2455021.00695      3.45   0.94
2455022.07195      1.61   1.09
2455023.07618      0.72   1.14
2455024.07070      1.44   1.14
2455030.02740      4.57   1.09
2455031.11859      7.56   0.92
2455032.19533      1.22   0.92
2455033.06065     -1.51   1.05
2455036.12046      0.62   1.00
2455037.06336      3.55   1.01
2455039.12910      3.75   1.17
2455040.12068      2.85   1.59
2455044.01496      2.29   0.93
2455045.09415      1.23   0.96
2455047.04162      3.22   0.78
2455048.07508      2.20   0.76
2455049.03368      0.08   0.92
2455050.06494      3.52   0.85
2455051.01885     -0.42   0.91
2455051.99347      1.15   1.00
2455053.00104      1.19   0.87
2455055.10112      0.13   0.93
2455056.11003     -1.57   0.80
2455057.04511      0.22   0.90
2455058.11324     -0.04   0.85
2455059.03969      1.91   0.93
2455101.99519     -3.38   0.94
2455108.98724      3.05   0.90
2455110.98158      2.19   1.16
2455111.97202      3.18   0.98
2455310.25489      5.01   1.35
2455313.30849      5.81   1.17
2455316.25976      4.18   0.96
2455375.21393      5.90   1.33
2455398.12475      4.94   0.99
2455400.11362      5.00   1.14
2455426.05565      7.70   1.13
2455459.93397      8.02   1.05
2455462.03652      8.43   1.54
2455463.03615      4.33   1.06
2455520.90567     15.77   1.76
2455752.08082     17.62   1.29
2455788.03502     15.17   0.88
2455843.91706     22.55   1.30
2455876.94294     12.35   1.27
2456086.19139     30.34   1.14
2456135.04581     23.49   1.22
2456139.11764     18.74   1.23
2456466.18714     25.04   1.35
2456498.10771     18.65   1.59
2456499.12513     28.51   1.28
2456556.95863     32.36   1.00
2456767.28994     24.87   1.10
2456791.29951     30.04   1.22
2456933.98149     33.09   2.03
2456934.98665     34.95   1.74
2456936.00657     34.94   1.18
2456939.95929     33.46   1.20
2457231.12739     36.27   1.17
2457289.00714     35.54   1.13
2457290.03167     34.79   1.25
